EUPONT_ID;GYOGYSZ_ID
103071;61824896
103078;61828805
99898;61843244
99502;61808018
99517;61806757
103087;61838684
98811;61814840
99469;61806615
98808;61827897
99429;61811777
103088;61839844
99497;61807444
103102;61826212
99853;61827963
103106;61806599
103088;61840980
103095;61807379
99899;61841332
103104;61817996
103104;61807591
99472;61808512
99899;61807237
98822;61843273
99919;61821996
103101;61824265
99290;61823641
103078;61808853
99502;61826375
99523;61818360
103078;61807552
103162;61808217
98816;61815631
103057;61837153
98808;61807348
99489;61837358
99465;61826380
103102;61826191
103105;61821224
99527;61828802
99503;61823334
99461;61814286
99498;61822205
99465;61835307
99461;61812514
99465;61843894
98833;61827586
103105;61837234
103078;61833759
99456;61816471
98909;61809601
98832;61808878
99442;61808594
99489;61827719
99487;61836938
99502;61807980
99507;61809844
99910;61836524
98833;61814806
103078;61808689
103089;61836102
99504;61827773
99432;61837216
101920;61815369
99498;61808623
99514;61838666
99497;61815214
99518;61826442
103078;61835776
99504;61827326
99503;61813565
103101;61809520
103104;61806737
103061;61836808
103087;61827767
99497;61817028
98973;61815333
103089;61837707
99292;61836118
103088;61808896
103106;61816126
100962;61843909
99449;61822352
103061;61840908
103106;61823506
103101;61824259
103085;61844926
103162;61833670
103088;61836808
99527;61809399
99504;61827550
99528;61826639
103094;61807498
99471;61808511
103078;61833751
99293;61838432
99427;61817198
98808;61806982
99489;61827326
103078;61839646
100962;61827798
99513;61807721
98810;61814795
103102;61828220
98815;61808033
103102;61808243
103102;61826183
98876;61805736
103101;61822994
99000;61836237
103057;61833667
98850;61836979
98973;61806591
99465;61843577
103057;61808414
103087;61806917
99513;61808518
99853;61831121
99484;61822085
103082;61817885
103062;61816856
99509;61824521
101397;61805644
99910;61808896
99851;61829154
103057;61843467
99487;61822663
99484;61814414
99489;61827311
99504;61827540
98937;61818417
99502;61806526
99483;61819439
103057;61808148
98833;61826716
99481;61816202
98810;61815967
98813;61837250
103061;61816973
103077;61808443
98993;61808684
99523;61833549
103089;61814524
98842;61807167
98811;61809619
103079;61833655
103087;61825507
99919;61836369
99904;61846097
100974;61823966
99853;61827967
99504;61835469
99488;61808653
99437;61808141
99489;61815291
99292;61824103
103078;61835778
99902;61823609
103082;61834587
99512;61807027
98804;61819973
103089;61838201
103086;61840336
99503;61811818
98904;61806596
99517;61808675
99513;61808684
98795;61819412
98799;61808379
103106;61836151
99509;61807153
98973;61826724
99919;61825461
103081;61826038
99497;61811477
103104;61823702
103078;61815283
99449;61838288
103090;61834873
98993;61825456
99449;61836214
98832;61807546
98841;61807240
99915;61841321
103094;61814863
103078;61827300
99487;61842068
98808;61838842
98795;61819413
103094;61807497
103079;61807711
103101;61824262
100974;61826719
99437;61826713
103089;61839298
98909;61808324
99445;61808523
103062;61837270
99504;61836029
99465;61841796
99502;61806489
103059;61829009
99497;61807722
98811;61822585
103057;61838786
99504;61807611
99469;61808396
103104;61825249
103101;61824254
103089;61843239
98813;61837110
103104;61810115
103079;61827618
100974;61837232
103061;61835142
101919;61845295
98803;61819477
98973;61827567
98956;61809866
103057;61807348
99465;61839680
99443;61808441
103078;61835777
103152;61829060
103057;61822936
103061;61836880
103059;61815978
98813;61839418
103078;61814838
100974;61845857
103102;61826678
103059;61822781
103078;61816990
103074;61824765
103104;61806736
98909;61814928
98833;61826951
99909;61827961
99910;61841893
99465;61840369
100962;61843905
99458;61824875
99526;61814289
98973;61826723
103092;61829437
103106;61836146
103078;61815287
99509;61808308
99290;61823308
99899;61841964
99284;61836108
98909;61814927
99489;61835107
99483;61829591
99507;61817030
99502;61808464
103088;61836975
103088;61840939
99449;61822359
99518;61835408
98799;61840666
103078;61816978
98973;61826722
98799;61818360
99516;61838275
103081;61840645
99502;61806525
99512;61815055
99513;61807011
99910;61839843
99851;61806900
103061;61833072
103106;61825118
98937;61838307
99445;61823130
99498;61836233
99909;61825855
99498;61828808
99449;61822350
99906;61807182
103106;61825249
98809;61822936
99497;61817027
103162;61806463
99484;61838308
98804;61823961
99504;61835733
98993;61807342
99429;61806468
103074;61841549
103061;61841900
99922;61808929
98833;61815610
99457;61824110
98909;61806367
103105;61818154
103087;61810136
103100;61806742
99485;61822085
103078;61844456
98808;61816321
103085;61840339
99515;61844247
99507;61811489
98810;61821080
103085;61844144
99910;61840980
99449;61824569
98820;61825767
99898;61806982
103057;61806814
98808;61807058
99533;61808632
99427;61817191
103106;61835128
99483;61819433
103078;61826608
100974;61838298
99513;61808519
99441;61808441
98832;61815286
99520;61836982
99427;61809608
101920;61835983
103086;61836383
103078;61841426
99487;61826075
103098;61824522
99901;61816332
103061;61840929
99442;61807547
98798;61806977
99910;61835050
99520;61833390
103101;61819356
98957;61806756
98956;61806678
103076;61836123
99447;61807142
99483;61834883
99517;61823559
99446;61807143
103061;61833071
99910;61841899
103104;61829269
98839;61807779
98833;61816953
99504;61828258
103089;61839390
100974;61843247
98896;61834014
99284;61838608
101920;61840328
99471;61808477
103085;61827961
103085;61836626
103069;61837907
103094;61809485
99853;61843257
99509;61827417
99497;61815209
99513;61807719
99493;61807257
99502;61808114
99502;61807045
99287;61835984
98883;61815086
100974;61845444
99523;61818368
99445;61806515
99502;61807603
99481;61842237
99512;61826443
99465;61824935
103057;61843244
98813;61836602
103085;61835950
98973;61817839
99503;61806451
103076;61833862
103079;61838171
99910;61836814
99465;61835563
103104;61809779
100974;61838303
98798;61806568
98833;61816978
103104;61808106
103088;61838869
100974;61836220
99472;61808510
99497;61808008
99458;61811777
103104;61826972
103089;61811533
103088;61841894
98833;61827489
98832;61807555
103078;61813715
98986;61842782
98798;61807893
99909;61827963
103057;61828619
99506;61807106
103059;61824004
99898;61842796
99909;61832944
98810;61822405
103088;61841898
99448;61809018
99504;61814983
103162;61836611
103078;61827594
103057;61807058
101395;61833496
99909;61831121
98813;61839377
103106;61828459
103106;61808125
103101;61827981
103102;61815382
100974;61815971
100975;61842258
98810;61825826
99451;61808744
98804;61823100
103086;61844144
98798;61806462
99531;61828911
99854;61806762
103057;61829142
98798;61827906
99504;61827614
103074;61843680
99523;61809588
99489;61808008
103079;61828483
103086;61836630
101920;61807967
99527;61833393
103078;61814904
99502;61807987
101394;61805943
103104;61806735
99502;61807152
99489;61828892
98980;61807419
98813;61832108
99903;61846096
103082;61829431
103088;61840842
103078;61816953
103081;61839195
100974;61844691
98833;61816946
103106;61825024
99465;61842007
99517;61807435
99449;61834030
99000;61816205
99483;61833908
98804;61815951
99449;61834029
99507;61807445
98813;61834938
99465;61842115
98909;61806774
103105;61818584
99480;61815170
99513;61825769
99910;61840929
103106;61827422
98799;61833549
100974;61838294
103074;61841353
99489;61827385
103106;61828452
100974;61828291
99457;61824296
98799;61825877
98811;61817846
98798;61806976
99512;61807977
100974;61838299
103086;61835954
99488;61842204
99523;61814490
100962;61831208
98883;61815085
103078;61828806
98833;61827082
103096;61825103
99465;61824966
99444;61807553
99437;61807979
99497;61808697
103081;61826041
99851;61812873
103081;61838600
103086;61837715
98978;61808703
98833;61815608
99498;61808622
99513;61807718
103094;61815227
103061;61841899
99504;61826915
99504;61827719
99502;61807197
99465;61825305
99494;61806345
99432;61808714
103102;61826214
99503;61815467
103104;61807629
103089;61843240
99517;61814119
99851;61808413
99901;61816487
98810;61817848
103106;61813594
99498;61819971
98798;61806688
103162;61809521
99465;61814168
99919;61814085
99489;61828258
103061;61815429
99851;61807765
98939;61837620
98795;61827366
99910;61841853
103078;61814806
99497;61817030
98790;61832841
98813;61837411
99484;61838306
103058;61826200
99502;61808881
98824;61807891
98993;61807941
103106;61834688
103088;61844635
99901;61825981
99290;61844416
99489;61808700
99449;61824567
101920;61830020
99472;61815135
103104;61838129
99465;61843279
99919;61826712
99504;61827327
99533;61826638
99465;61833271
99427;61807005
99854;61826718
99495;61806494
103090;61828424
98799;61806879
99498;61836235
99503;61807447
103085;61836383
99437;61808396
103101;61826649
98984;61842781
103103;61833279
99498;61842989
99481;61808365
99428;61807798
103085;61835952
99498;61808621
99471;61808512
103078;61816940
103076;61835123
98973;61827564
99509;61807152
98997;61818588
103083;61816408
99428;61812514
103085;61836597
103061;61835139
99516;61808413
101919;61840324
98798;61806342
99512;61818588
103104;61825118
99899;61833246
103078;61806763
99513;61806389
103162;61806812
103081;61845701
103104;61823526
103162;61833674
101394;61808862
99465;61845978
98811;61817848
103086;61840337
99513;61806663
98798;61808705
103078;61844458
103101;61811327
99502;61807201
103074;61840613
99853;61832944
99449;61822355
99494;61807258
98832;61806751
98973;61815069
103102;61828224
99517;61816168
103094;61808149
99508;61808441
99294;61843273
99461;61833154
99851;61815355
98813;61836616
99441;61817134
103162;61826664
103071;61824902
99465;61842006
103101;61826652
100974;61845859
98809;61838842
99910;61841891
99467;61807522
103081;61841351
99504;61828252
99485;61828691
99923;61826200
103072;61824899
99513;61807342
103106;61840032
103078;61827468
103089;61839392
99465;61842800
99898;61822936
101920;61840323
103162;61832948
103093;61816851
99910;61836880
99495;61806480
103088;61836814
99502;61807988
99497;61838397
103106;61807340
99509;61826375
98956;61814362
103057;61808413
103101;61811324
99495;61808862
99502;61808882
98799;61808593
99516;61806902
99506;61827417
99294;61806669
98840;61806674
99498;61834691
103104;61815178
98956;61814366
99910;61840979
99488;61842104
103106;61828451
103085;61837261
98811;61815982
99485;61843938
99516;61845332
99502;61807083
99473;61807296
98816;61815594
100995;61819442
99489;61815214
98810;61816749
103078;61808685
103090;61837236
103088;61823364
99465;61838540
99521;61817197
99503;61813555
99456;61814577
103162;61826803
101919;61840326
99301;61808502
98804;61819974
98833;61826773
99437;61806615
99487;61829609
99435;61806975
100962;61831206
99919;61833276
103088;61836788
103088;61840910
98799;61807696
103078;61828268
99444;61814574
99862;61831474
99631;61836983
103086;61844148
99512;61825990
98973;61806888
99513;61841518
101919;61840325
99497;61808700
103101;61825029
99513;61825455
103091;61807498
99527;61828507
103088;61838824
103104;61840312
99489;61839704
103104;61808664
103085;61826809
99862;61810613
103068;61839894
103078;61815609
98813;61836110
98799;61811812
99292;61822614
101920;61813682
103061;61814133
99498;61828940
99449;61834031
98804;61819477
103059;61829006
103100;61806892
103057;61808146
99853;61838491
99519;61807808
103081;61819479
98973;61807369
99487;61836940
103074;61840863
103078;61818507
103061;61844635
103062;61840242
99523;61808589
103091;61808150
99496;61807105
99458;61806468
98811;61822410
99489;61808206
103057;61808177
99502;61808628
99521;61842781
99862;61825817
103088;61836583
103078;61822612
99919;61836284
103081;61825932
103078;61808408
99523;61825877
99919;61840136
99458;61826881
98811;61822558
103104;61807590
99498;61828947
103078;61806764
99503;61815282
103088;61835050
99953;61808052
99465;61814170
99503;61808129
99523;61807457
103087;61836819
99504;61827706
99507;61807722
99488;61842203
99498;61819473
99503;61807505
103079;61834330
103078;61807549
99456;61813952
99910;61841852
103085;61844147
99525;61838312
99449;61826865
99906;61808238
103106;61826917
99915;61842508
100974;61829596
99487;61836937
99504;61825350
99503;61811542
99498;61818253
103162;61806386
103162;61816205
98808;61833667
100972;61816769
99485;61838306
98937;61814415
103094;61817850
100974;61845443
99498;61835269
99523;61811095
99449;61822351
103162;61806422
103088;61842508
99906;61817834
98876;61832367
99449;61834936
99503;61807449
103104;61839442
98909;61806560
103100;61807097
99503;61807500
100963;61826927
103057;61806902
99851;61809530
98909;61834149
99903;61833044
103074;61841545
99502;61807151
103078;61814902
103094;61815101
103102;61826676
103083;61815829
98833;61815612
103162;61806849
98973;61807143
99465;61842657
98978;61835057
98799;61807695
103061;61808896
99295;61834773
99497;61808006
103061;61816970
103104;61806738
99853;61828894
103078;61815608
103162;61806813
99520;61842781
103057;61808179
103061;61835048
99449;61822357
103101;61811321
99507;61816881
100974;61836218
99284;61832108
99506;61824521
103078;61834870
98799;61814491
103071;61826710
99293;61805554
103086;61837713
100974;61845556
98973;61807954
99485;61819980
99295;61808634
103101;61824255
99456;61837837
103081;61807360
103092;61807379
99434;61808301
99449;61834028
99503;61808229
98833;61816935
99898;61827895
99917;61811981
99503;61825472
99473;61807528
99903;61833045
100974;61836219
99631;61836984
99919;61813947
103100;61806891
103081;61838602
99507;61817028
99497;61806739
103088;61840930
100974;61823964
103104;61837225
99910;61835048
103078;61827173
99465;61833722
98799;61809589
99480;61807985
98822;61806669
99509;61806889
99487;61836939
103101;61808262
99517;61827486
99498;61821243
98810;61822201
99525;61838311
99915;61841631
103078;61827082
103088;61841852
99447;61807141
99851;61826336
98937;61838309
99509;61807116
100974;61844692
99504;61835468
103106;61836145
99502;61817134
99435;61806973
98841;61807239
99498;61834801
99472;61808511
98833;61816958
98798;61808643
103088;61838819
99520;61842782
99290;61821069
103078;61827879
99518;61844664
99469;61826713
103095;61829437
100974;61838295
103085;61838933
99461;61807521
98813;61839267
99513;61807720
103162;61837036
99851;61843963
103103;61829535
99449;61826866
100974;61828290
99442;61807554
99503;61808610
99287;61836183
98811;61815010
103104;61843973
98799;61833550
100974;61837229
103091;61812385
103085;61828894
100962;61831205
99461;61833155
99449;61826863
99496;61827418
103094;61827127
101398;61805643
103079;61807757
103088;61816970
99502;61807081
98813;61837387
99851;61806903
99513;61825456
99919;61813296
99449;61822353
99920;61824344
103085;61838935
103061;61841892
99502;61807153
103082;61829427
99517;61822919
103079;61833653
99489;61815209
98799;61806935
99503;61806717
99465;61843739
101395;61827642
99513;61807582
103088;61836410
99909;61843257
99284;61834014
103087;61823766
103106;61806467
98833;61837649
98813;61838609
98973;61815071
103057;61842303
99853;61827738
98815;61827258
98799;61809591
99440;61808441
99503;61807504
99458;61837059
99473;61808679
103061;61836972
98799;61811095
98795;61815201
103095;61822052
99496;61807151
103102;61826680
98997;61808083
99497;61809845
103077;61817134
99913;61839350
99509;61823130
101920;61815743
103101;61826830
103057;61829166
98798;61809679
99910;61836897
103101;61824065
98937;61834639
103062;61835182
98822;61814865
98795;61829870
99487;61844639
99531;61828906
98795;61815197
103162;61823792
98939;61837650
98939;61837639
103087;61838685
103102;61826187
99851;61826340
99517;61835514
99509;61806907
99862;61831471
98833;61816940
103092;61822052
99913;61841805
99445;61824521
99513;61806996
103061;61840844
99489;61828891
98808;61827298
99447;61807143
99457;61824108
99465;61829106
99512;61824562
99449;61836207
103061;61840909
98812;61822558
98833;61815611
103104;61827425
98939;61837604
98812;61815982
103078;61813176
99496;61826643
103091;61815227
103088;61841001
103101;61815771
103086;61838936
103074;61836304
99512;61806628
99437;61807242
98820;61829927
99465;61826105
103089;61838199
103097;61826032
99503;61815487
98993;61806645
99445;61808472
99427;61817185
99899;61819653
99852;61808029
99473;61819343
99516;61829154
99851;61809532
99465;61842041
101395;61841455
99498;61822212
99910;61841900
99498;61828809
99489;61808699
103095;61819273
103102;61828226
103102;61826682
99851;61807357
99919;61835327
103078;61826618
103061;61836811
99503;61815502
98892;61807395
103085;61840336
103104;61827422
99503;61808259
99290;61823482
99914;61814782
100962;61843907
101394;61806347
99428;61808856
99498;61807680
99448;61836115
98797;61806838
101920;61833603
98799;61808378
99484;61843939
99290;61823314
103089;61839432
99427;61814302
99513;61807502
99465;61841967
103076;61838548
103081;61844651
98798;61807661
99483;61833909
99465;61842018
98832;61807552
99497;61808698
103101;61829263
99456;61836296
99851;61824896
99489;61827037
99456;61814578
99456;61813956
100962;61816123
99909;61828893
99497;61808005
103078;61807548
99461;61824875
99292;61808927
103106;61808664
99851;61829142
99497;61809844
103106;61825513
99471;61806521
98833;61809773
98799;61814490
99528;61808631
99910;61835047
99909;61838491
103088;61840542
99497;61807679
103162;61836236
99449;61836181
100974;61843246
103162;61839774
99497;61806384
99512;61809578
98799;61806877
101919;61833324
103106;61840847
99513;61806505
99513;61806377
99513;61841515
99472;61823540
99498;61836232
103059;61815977
98980;61807392
101919;61843517
98813;61839266
99465;61842040
103085;61827963
99862;61810612
103086;61840339
100974;61837233
99489;61808005
99465;61839240
99429;61826881
101919;61843516
99442;61814568
99906;61817836
103086;61844145
103082;61829430
103085;61843257
98798;61813200
99441;61817135
99502;61817135
103102;61826209
103082;61816320
99465;61838778
103095;61840105
103094;61833467
99521;61816885
99504;61827771
103162;61826667
103074;61843599
99461;61806468
103101;61813641
99487;61835649
99854;61832272
103083;61822047
103085;61844145
103101;61817294
103078;61827488
99465;61839866
98810;61814840
99483;61833901
99852;61839681
98832;61808877
103061;61815432
99910;61836788
99512;61807041
100974;61828287
99290;61844306
99473;61815134
99437;61808017
99910;61840842
98799;61806936
99904;61829534
103078;61826628
99465;61843893
103106;61836149
103101;61817286
103087;61825506
103106;61828895
103057;61828622
99465;61825299
99513;61819550
99449;61826862
103078;61806477
99489;61815208
98815;61807576
99457;61824740
103104;61806599
99487;61845514
99429;61837059
99449;61842786
103061;61840980
100974;61837230
100975;61845850
99502;61814906
103101;61825031
99527;61828534
99631;61837435
98833;61837652
99529;61833045
99853;61827736
99502;61808031
99517;61807442
103082;61829436
99862;61831472
98937;61814512
99487;61844638
101394;61806480
103086;61838935
98841;61807494
103085;61828893
98798;61807344
99529;61829533
99489;61827316
98799;61808591
98799;61807459
99503;61824627
99509;61807030
103089;61839299
99496;61807126
99507;61807724
99445;61807640
99502;61808599
103102;61826294
99461;61826881
98833;61834870
99498;61839585
103089;61843242
103105;61815076
98810;61808897
103091;61814863
98799;61829014
100974;61838297
99448;61808574
99487;61823899
99449;61836210
98812;61815137
103078;61839644
99465;61839861
103091;61807497
98810;61822410
99517;61822369
98986;61836978
103162;61808218
103091;61826173
103081;61838856
100974;61844690
99472;61807578
99513;61817099
98798;61822681
99444;61807546
98984;61836982
99472;61808317
99473;61810483
98973;61807370
99919;61828826
99484;61818416
103085;61831121
103094;61809570
98813;61837409
99503;61807571
103100;61808385
99906;61826227
99444;61814571
99497;61806740
99483;61829590
99853;61808204
103072;61824896
99471;61808317
103088;61841891
99529;61833044
99484;61819980
103079;61835470
99447;61806591
103078;61815610
103106;61809437
103057;61807347
103078;61841427
99293;61837662
103104;61826414
99457;61823879
99437;61808043
103088;61844705
98980;61807421
103102;61831555
99862;61831470
103078;61806765
98797;61822312
103106;61826411
103078;61808670
103085;61827967
99498;61818637
99862;61825814
99851;61808414
103098;61826032
99465;61835559
103075;61841007
99506;61806889
98937;61814510
103088;61835048
99465;61826919
99465;61833724
99502;61808021
98855;61807379
100974;61829595
99517;61818660
103081;61814311
98937;61834640
103078;61825757
99432;61808712
99910;61840982
98808;61808909
103104;61828374
99489;61827773
99487;61842204
99513;61817169
103091;61833467
103088;61808900
103071;61824899
99487;61829894
99514;61807271
99465;61841966
99853;61826809
99527;61829440
99504;61835735
99473;61829411
99528;61819927
99910;61836863
99504;61835732
99862;61837440
103101;61809519
99903;61829533
99498;61818199
103106;61840057
98811;61817220
103092;61840105
99488;61810421
99427;61809607
99465;61827484
99915;61844705
101920;61833598
103057;61807131
103106;61826734
99517;61807955
99465;61815521
99909;61827736
99497;61816881
100973;61819442
99528;61835539
98939;61837619
100974;61828289
103078;61829899
99465;61833574
99483;61834879
103104;61813594
103086;61824595
99509;61826376
99498;61814364
103082;61829434
99461;61812523
99519;61807809
98832;61807553
99517;61819421
103061;61841852
103088;61840931
99498;61835268
103088;61840544
99851;61807376
103078;61807885
98855;61828897
100974;61842783
103057;61829128
99442;61807546
100962;61814916
103081;61825936
99506;61806890
103104;61806467
103089;61839183
98833;61828267
99489;61808697
99507;61808498
99910;61844635
99519;61808329
98939;61810364
99497;61811483
103086;61824597
99898;61807348
99516;61806904
98808;61844624
99513;61806645
100973;61835713
103101;61814531
103078;61814810
99915;61838797
99442;61807553
99465;61843205
99502;61808045
98813;61832111
99293;61829927
103089;61839184
99517;61806588
98810;61817846
98842;61808320
99489;61827379
103088;61836880
99631;61837221
98832;61814568
103088;61840979
99503;61818191
103078;61842376
98813;61815432
99000;61836236
103088;61841854
98808;61806463
99517;61808630
99851;61843956
98909;61806827
99509;61827418
100975;61844876
99502;61808251
98799;61833548
99444;61807555
103162;61828463
98809;61827298
99919;61828594
99449;61807391
101920;61830022
103060;61808883
99910;61841898
99465;61840497
103106;61816432
103104;61828452
103086;61836222
103075;61808706
99915;61840939
103106;61808075
99495;61806493
98809;61844624
103078;61842377
99854;61808674
103101;61826653
103102;61826185
103078;61808904
99461;61808858
98809;61833667
99457;61826246
103078;61826389
98812;61814795
99520;61816885
99481;61816198
99449;61834934
99457;61826243
99502;61807079
99502;61808046
103078;61815612
103091;61815101
101394;61806494
99518;61810620
103162;61840640
99506;61827418
99904;61829533
99506;61807640
99919;61834061
98813;61837388
103085;61836222
98811;61808897
103078;61823560
99496;61827417
99496;61806889
99915;61838831
103089;61840270
103078;61841428
99473;61815547
103162;61808216
103061;61835050
98840;61839757
99456;61807970
99495;61808861
103086;61817694
98813;61837268
99503;61823708
99910;61840542
99516;61814870
103104;61823711
98820;61837662
103088;61841893
98973;61827566
98799;61829013
103057;61829154
103077;61808452
99903;61829534
99898;61833667
103086;61809546
98799;61825889
99485;61814414
99292;61826153
103089;61811532
98909;61840967
99525;61838313
99456;61811806
99489;61807611
99489;61836766
101920;61836487
98798;61806466
103102;61828217
99449;61838839
99497;61808007
103162;61826818
99513;61808694
99449;61842787
99507;61807723
98833;61828268
99498;61809866
99428;61814285
98799;61808380
103102;61826181
103096;61816851
99517;61822182
98973;61817843
99449;61807270
98833;61834869
98933;61823413
98813;61837251
103057;61837154
103082;61809572
103072;61824902
98799;61818368
103081;61839200
99502;61807868
99489;61827021
99497;61808699
101920;61835982
98832;61807562
99513;61836245
103089;61811534
98832;61815283
99910;61836782
98811;61814795
99465;61809615
100974;61845861
99461;61808856
103106;61823671
99851;61843957
99435;61806974
99443;61808442
99484;61823585
99428;61812523
99502;61807200
99489;61822141
99461;61832403
99504;61825342
99517;61822183
103079;61807710
98798;61807894
99919;61811317
103091;61817850
